_id,Study,Province,Location,Infrastructure,Infrastructure Component 1,Infrastructure Component 2,Climate Parameter,Climate Parameter General,Risk,Risk (Current),Risk (Short Term),Risk (Medium Term),Risk (Long Term)
2470,CIMA (2020) (QC) (Shawinigan),Quebec,Shawinigan,Buildings,Office,NAN,Lightning,Other,NAN,NAN,NAN,NAN,NAN
2471,CIMA (2020) (QC) (Shawinigan),Quebec,Shawinigan,Stormwater,Piping,NAN,Lightning,Other,NAN,NAN,NAN,NAN,NAN
2472,CIMA (2020) (QC) (Shawinigan),Quebec,Shawinigan,Mechanical,Cooling System,NAN,Lightning,Other,NAN,NAN,NAN,NAN,NAN
2473,CIMA (2020) (QC) (Shawinigan),Quebec,Shawinigan,Mechanical,Heating System,NAN,Lightning,Other,NAN,NAN,NAN,NAN,NAN
2474,CIMA (2020) (QC) (Shawinigan),Quebec,Shawinigan,Electerical,Distribution/Transmission,NAN,Lightning,Other,NAN,NAN,NAN,NAN,NAN
2475,CIMA (2020) (QC) (Shawinigan),Quebec,Shawinigan,Electerical,Distribution/Transmission,NAN,Lightning,Other,NAN,Med,NAN,Med,NAN
2476,CIMA (2020) (QC) (Shawinigan),Quebec,Shawinigan,Electerical,Equipment,NAN,Lightning,Other,NAN,Med,NAN,Med,NAN
2477,CIMA (2020) (QC) (Shawinigan),Quebec,Shawinigan,Stormwater,Piping,NAN,Lightning,Other,NAN,NAN,NAN,NAN,NAN
2478,CIMA (2020) (QC) (Shawinigan),Quebec,Shawinigan,Recreational lands and nature based structures,Water Body,NAN,Lightning,Other,NAN,NAN,NAN,NAN,NAN
2479,CIMA (2020) (QC) (Shawinigan),Quebec,Shawinigan,Stormwater,Piping,NAN,Lightning,Other,NAN,NAN,NAN,NAN,NAN
2480,CIMA (2020) (QC) (Shawinigan),Quebec,Shawinigan,Roads & Assoc. Infras,Structural,NAN,Lightning,Other,NAN,NAN,NAN,NAN,NAN
2481,CIMA (2020) (QC) (Shawinigan),Quebec,Shawinigan,Stormwater,Piping,NAN,Lightning,Other,NAN,NAN,NAN,NAN,NAN
2482,CIMA (2020) (QC) (Shawinigan),Quebec,Shawinigan,Roads & Assoc. Infras,O & M,NAN,Lightning,Other,NAN,NAN,NAN,NAN,NAN
2483,CIMA (2020) (QC) (Shawinigan),Quebec,Shawinigan,Buildings,Recreation infrastructure,NAN,Lightning,Other,NAN,NAN,NAN,NAN,NAN
2484,CIMA (2020) (QC) (Shawinigan),Quebec,Shawinigan,Recreational lands and nature based structures,Park and Playground,NAN,Lightning,Other,NAN,NAN,NAN,NAN,NAN
2485,CIMA (2020) (QC) (Shawinigan),Quebec,Shawinigan,Recreational lands and nature based structures,Park and Playground,NAN,Lightning,Other,NAN,NAN,NAN,NAN,NAN
2486,CIMA (2020) (QC) (Shawinigan),Quebec,Shawinigan,Recreational lands and nature based structures,Walking Path,NAN,Lightning,Other,NAN,NAN,NAN,NAN,NAN
2487,CIMA (2020) (QC) (Shawinigan),Quebec,Shawinigan,Recreational lands and nature based structures,Park and Playground,NAN,Lightning,Other,NAN,NAN,NAN,NAN,NAN
2488,CIMA (2020) (QC) (Laval),Quebec,Laval,Buildings,Office,NAN,Temperature,Temperature,NAN,NAN,NAN,NAN,NAN
2489,CIMA (2020) (QC) (Laval),Quebec,Laval,Buildings,Office,NAN,Temperature,Temperature,NAN,Med,NAN,Med,NAN
2490,CIMA (2020) (QC) (Laval),Quebec,Laval,Stormwater,Piping,NAN,Temperature,Temperature,NAN,NAN,NAN,NAN,NAN
2491,CIMA (2020) (QC) (Laval),Quebec,Laval,Mechanical,Cooling System,NAN,Temperature,Temperature,NAN,Med,NAN,Med,NAN
2492,CIMA (2020) (QC) (Laval),Quebec,Laval,Mechanical,Heating System,NAN,Temperature,Temperature,NAN,Low,NAN,Low,NAN
2493,CIMA (2020) (QC) (Laval),Quebec,Laval,Electerical,Distribution/Transmission,NAN,Temperature,Temperature,NAN,NAN,NAN,NAN,NAN
2494,CIMA (2020) (QC) (Laval),Quebec,Laval,Electerical,Distribution/Transmission,NAN,Temperature,Temperature,NAN,NAN,NAN,NAN,NAN
2495,CIMA (2020) (QC) (Laval),Quebec,Laval,Electerical,Equipment,NAN,Temperature,Temperature,NAN,Med,NAN,Med,NAN
2496,CIMA (2020) (QC) (Laval),Quebec,Laval,Stormwater,Piping,NAN,Temperature,Temperature,NAN,Med,NAN,Med,NAN
2497,CIMA (2020) (QC) (Laval),Quebec,Laval,Recreational lands and nature based structures,Water Body,NAN,Temperature,Temperature,NAN,NAN,NAN,NAN,NAN
2498,CIMA (2020) (QC) (Laval),Quebec,Laval,Stormwater,Piping,NAN,Temperature,Temperature,NAN,Low,NAN,Low,NAN
2499,CIMA (2020) (QC) (Laval),Quebec,Laval,Roads & Assoc. Infras,Structural,NAN,Temperature,Temperature,NAN,Med,NAN,Low,NAN
2500,CIMA (2020) (QC) (Laval),Quebec,Laval,Stormwater,Piping,NAN,Temperature,Temperature,NAN,Med,NAN,Med,NAN
2501,CIMA (2020) (QC) (Laval),Quebec,Laval,Roads & Assoc. Infras,O & M,NAN,Temperature,Temperature,NAN,NAN,NAN,NAN,NAN
2502,CIMA (2020) (QC) (Laval),Quebec,Laval,Buildings,Recreation infrastructure,NAN,Temperature,Temperature,NAN,Med,NAN,Med,NAN
2503,CIMA (2020) (QC) (Laval),Quebec,Laval,Recreational lands and nature based structures,Park and Playground,NAN,Temperature,Temperature,NAN,NAN,NAN,NAN,NAN
2504,CIMA (2020) (QC) (Laval),Quebec,Laval,Recreational lands and nature based structures,Park and Playground,NAN,Temperature,Temperature,NAN,Med,NAN,Med,NAN
2505,CIMA (2020) (QC) (Laval),Quebec,Laval,Recreational lands and nature based structures,Walking Path,NAN,Temperature,Temperature,NAN,Med,NAN,Med,NAN
2506,CIMA (2020) (QC) (Laval),Quebec,Laval,Recreational lands and nature based structures,Park and Playground,NAN,Temperature,Temperature,NAN,NAN,NAN,NAN,NAN
2507,CIMA (2020) (QC) (Laval),Quebec,Laval,Buildings,Office,NAN,Precipitation,Precipitation,NAN,Med,NAN,Med,NAN
2508,CIMA (2020) (QC) (Laval),Quebec,Laval,Buildings,Office,NAN,Precipitation,Precipitation,NAN,Med,NAN,Med,NAN
2509,CIMA (2020) (QC) (Laval),Quebec,Laval,Stormwater,Piping,NAN,Precipitation,Precipitation,NAN,Low,NAN,Low,NAN
2510,CIMA (2020) (QC) (Laval),Quebec,Laval,Mechanical,Cooling System,NAN,Precipitation,Precipitation,NAN,NAN,NAN,NAN,NAN
2511,CIMA (2020) (QC) (Laval),Quebec,Laval,Mechanical,Heating System,NAN,Precipitation,Precipitation,NAN,NAN,NAN,NAN,NAN
2512,CIMA (2020) (QC) (Laval),Quebec,Laval,Electerical,Distribution/Transmission,NAN,Precipitation,Precipitation,NAN,NAN,NAN,NAN,NAN
2513,CIMA (2020) (QC) (Laval),Quebec,Laval,Electerical,Distribution/Transmission,NAN,Precipitation,Precipitation,NAN,NAN,NAN,NAN,NAN
2514,CIMA (2020) (QC) (Laval),Quebec,Laval,Electerical,Equipment,NAN,Precipitation,Precipitation,NAN,NAN,NAN,NAN,NAN
2515,CIMA (2020) (QC) (Laval),Quebec,Laval,Stormwater,Piping,NAN,Precipitation,Precipitation,NAN,Med,NAN,Med,NAN
2516,CIMA (2020) (QC) (Laval),Quebec,Laval,Recreational lands and nature based structures,Water Body,NAN,Precipitation,Precipitation,NAN,Low,NAN,Low,NAN
2517,CIMA (2020) (QC) (Laval),Quebec,Laval,Stormwater,Piping,NAN,Precipitation,Precipitation,NAN,Med,NAN,Med,NAN
2518,CIMA (2020) (QC) (Laval),Quebec,Laval,Roads & Assoc. Infras,Structural,NAN,Precipitation,Precipitation,NAN,Med,NAN,Med,NAN
2519,CIMA (2020) (QC) (Laval),Quebec,Laval,Stormwater,Piping,NAN,Precipitation,Precipitation,NAN,NAN,NAN,NAN,NAN
2520,CIMA (2020) (QC) (Laval),Quebec,Laval,Roads & Assoc. Infras,O & M,NAN,Precipitation,Precipitation,NAN,Low,NAN,Low,NAN
2521,CIMA (2020) (QC) (Laval),Quebec,Laval,Buildings,Recreation infrastructure,NAN,Precipitation,Precipitation,NAN,NAN,NAN,NAN,NAN
2522,CIMA (2020) (QC) (Laval),Quebec,Laval,Recreational lands and nature based structures,Park and Playground,NAN,Precipitation,Precipitation,NAN,NAN,NAN,NAN,NAN
2523,CIMA (2020) (QC) (Laval),Quebec,Laval,Recreational lands and nature based structures,Park and Playground,NAN,Precipitation,Precipitation,NAN,Low,NAN,Low,NAN
2524,CIMA (2020) (QC) (Laval),Quebec,Laval,Recreational lands and nature based structures,Walking Path,NAN,Precipitation,Precipitation,NAN,Med,NAN,Med,NAN
2525,CIMA (2020) (QC) (Laval),Quebec,Laval,Recreational lands and nature based structures,Park and Playground,NAN,Precipitation,Precipitation,NAN,Med,NAN,Med,NAN
2526,CIMA (2020) (QC) (Laval),Quebec,Laval,Buildings,Office,NAN,Wind,Wind,NAN,Med,NAN,Med,NAN
2527,CIMA (2020) (QC) (Laval),Quebec,Laval,Buildings,Office,NAN,Wind,Wind,NAN,Med,NAN,Med,NAN
2528,CIMA (2020) (QC) (Laval),Quebec,Laval,Stormwater,Piping,NAN,Wind,Wind,NAN,NAN,NAN,NAN,NAN
2529,CIMA (2020) (QC) (Laval),Quebec,Laval,Mechanical,Cooling System,NAN,Wind,Wind,NAN,NAN,NAN,NAN,NAN
2530,CIMA (2020) (QC) (Laval),Quebec,Laval,Mechanical,Heating System,NAN,Wind,Wind,NAN,NAN,NAN,NAN,NAN
2531,CIMA (2020) (QC) (Laval),Quebec,Laval,Electerical,Distribution/Transmission,NAN,Wind,Wind,NAN,Med,NAN,Med,NAN
2532,CIMA (2020) (QC) (Laval),Quebec,Laval,Electerical,Distribution/Transmission,NAN,Wind,Wind,NAN,Low,NAN,Low,NAN
2533,CIMA (2020) (QC) (Laval),Quebec,Laval,Electerical,Equipment,NAN,Wind,Wind,NAN,NAN,NAN,NAN,NAN
2534,CIMA (2020) (QC) (Laval),Quebec,Laval,Stormwater,Piping,NAN,Wind,Wind,NAN,NAN,NAN,NAN,NAN
2535,CIMA (2020) (QC) (Laval),Quebec,Laval,Recreational lands and nature based structures,Water Body,NAN,Wind,Wind,NAN,NAN,NAN,NAN,NAN
2536,CIMA (2020) (QC) (Laval),Quebec,Laval,Stormwater,Piping,NAN,Wind,Wind,NAN,NAN,NAN,NAN,NAN
2537,CIMA (2020) (QC) (Laval),Quebec,Laval,Roads & Assoc. Infras,Structural,NAN,Wind,Wind,NAN,NAN,NAN,NAN,NAN
2538,CIMA (2020) (QC) (Laval),Quebec,Laval,Stormwater,Piping,NAN,Wind,Wind,NAN,NAN,NAN,NAN,NAN
2539,CIMA (2020) (QC) (Laval),Quebec,Laval,Roads & Assoc. Infras,O & M,NAN,Wind,Wind,NAN,NAN,NAN,NAN,NAN
2540,CIMA (2020) (QC) (Laval),Quebec,Laval,Buildings,Recreation infrastructure,NAN,Wind,Wind,NAN,NAN,NAN,NAN,NAN
2541,CIMA (2020) (QC) (Laval),Quebec,Laval,Recreational lands and nature based structures,Park and Playground,NAN,Wind,Wind,NAN,NAN,NAN,NAN,NAN
2542,CIMA (2020) (QC) (Laval),Quebec,Laval,Recreational lands and nature based structures,Park and Playground,NAN,Wind,Wind,NAN,Med,NAN,Med,NAN
2543,CIMA (2020) (QC) (Laval),Quebec,Laval,Recreational lands and nature based structures,Walking Path,NAN,Wind,Wind,NAN,NAN,NAN,NAN,NAN
2544,CIMA (2020) (QC) (Laval),Quebec,Laval,Recreational lands and nature based structures,Park and Playground,NAN,Wind,Wind,NAN,NAN,NAN,NAN,NAN
2545,CIMA (2020) (QC) (Laval),Quebec,Laval,Buildings,Office,NAN,Storms,Composite,NAN,Med,NAN,Med,NAN
2546,CIMA (2020) (QC) (Laval),Quebec,Laval,Buildings,Office,NAN,Storms,Composite,NAN,NAN,NAN,NAN,NAN
2547,CIMA (2020) (QC) (Laval),Quebec,Laval,Stormwater,Piping,NAN,Storms,Composite,NAN,NAN,NAN,NAN,NAN
2548,CIMA (2020) (QC) (Laval),Quebec,Laval,Mechanical,Cooling System,NAN,Storms,Composite,NAN,NAN,NAN,NAN,NAN
2549,CIMA (2020) (QC) (Laval),Quebec,Laval,Mechanical,Heating System,NAN,Storms,Composite,NAN,NAN,NAN,NAN,NAN
2550,CIMA (2020) (QC) (Laval),Quebec,Laval,Electerical,Distribution/Transmission,NAN,Storms,Composite,NAN,Med,NAN,Med,NAN
2551,CIMA (2020) (QC) (Laval),Quebec,Laval,Electerical,Distribution/Transmission,NAN,Storms,Composite,NAN,Med,NAN,Med,NAN
2552,CIMA (2020) (QC) (Laval),Quebec,Laval,Electerical,Equipment,NAN,Storms,Composite,NAN,NAN,NAN,NAN,NAN
2553,CIMA (2020) (QC) (Laval),Quebec,Laval,Stormwater,Piping,NAN,Storms,Composite,NAN,NAN,NAN,NAN,NAN
2554,CIMA (2020) (QC) (Laval),Quebec,Laval,Recreational lands and nature based structures,Water Body,NAN,Storms,Composite,NAN,NAN,NAN,NAN,NAN
2555,CIMA (2020) (QC) (Laval),Quebec,Laval,Stormwater,Piping,NAN,Storms,Composite,NAN,NAN,NAN,NAN,NAN
2556,CIMA (2020) (QC) (Laval),Quebec,Laval,Roads & Assoc. Infras,Structural,NAN,Storms,Composite,NAN,NAN,NAN,NAN,NAN
2557,CIMA (2020) (QC) (Laval),Quebec,Laval,Stormwater,Piping,NAN,Storms,Composite,NAN,NAN,NAN,NAN,NAN
2558,CIMA (2020) (QC) (Laval),Quebec,Laval,Roads & Assoc. Infras,O & M,NAN,Storms,Composite,NAN,NAN,NAN,NAN,NAN
2559,CIMA (2020) (QC) (Laval),Quebec,Laval,Buildings,Recreation infrastructure,NAN,Storms,Composite,NAN,NAN,NAN,NAN,NAN
2560,CIMA (2020) (QC) (Laval),Quebec,Laval,Recreational lands and nature based structures,Park and Playground,NAN,Storms,Composite,NAN,Low,NAN,Low,NAN
2561,CIMA (2020) (QC) (Laval),Quebec,Laval,Recreational lands and nature based structures,Park and Playground,NAN,Storms,Composite,NAN,Med,NAN,Med,NAN
2562,CIMA (2020) (QC) (Laval),Quebec,Laval,Recreational lands and nature based structures,Walking Path,NAN,Storms,Composite,NAN,NAN,NAN,NAN,NAN
2563,CIMA (2020) (QC) (Laval),Quebec,Laval,Recreational lands and nature based structures,Park and Playground,NAN,Storms,Composite,NAN,NAN,NAN,NAN,NAN
2564,CIMA (2020) (QC) (Laval),Quebec,Laval,Buildings,Office,NAN,Lightning,Other,NAN,NAN,NAN,NAN,NAN
2565,CIMA (2020) (QC) (Laval),Quebec,Laval,Buildings,Office,NAN,Lightning,Other,NAN,NAN,NAN,NAN,NAN
2566,CIMA (2020) (QC) (Laval),Quebec,Laval,Stormwater,Piping,NAN,Lightning,Other,NAN,NAN,NAN,NAN,NAN
2567,CIMA (2020) (QC) (Laval),Quebec,Laval,Mechanical,Cooling System,NAN,Lightning,Other,NAN,NAN,NAN,NAN,NAN
2568,CIMA (2020) (QC) (Laval),Quebec,Laval,Mechanical,Heating System,NAN,Lightning,Other,NAN,NAN,NAN,NAN,NAN
2569,CIMA (2020) (QC) (Laval),Quebec,Laval,Electerical,Distribution/Transmission,NAN,Lightning,Other,NAN,NAN,NAN,NAN,NAN
2570,CIMA (2020) (QC) (Laval),Quebec,Laval,Electerical,Distribution/Transmission,NAN,Lightning,Other,NAN,Med,NAN,Med,NAN
2571,CIMA (2020) (QC) (Laval),Quebec,Laval,Electerical,Equipment,NAN,Lightning,Other,NAN,Med,NAN,Med,NAN
2572,CIMA (2020) (QC) (Laval),Quebec,Laval,Stormwater,Piping,NAN,Lightning,Other,NAN,NAN,NAN,NAN,NAN
2573,CIMA (2020) (QC) (Laval),Quebec,Laval,Recreational lands and nature based structures,Water Body,NAN,Lightning,Other,NAN,NAN,NAN,NAN,NAN
2574,CIMA (2020) (QC) (Laval),Quebec,Laval,Stormwater,Piping,NAN,Lightning,Other,NAN,NAN,NAN,NAN,NAN
2575,CIMA (2020) (QC) (Laval),Quebec,Laval,Roads & Assoc. Infras,Structural,NAN,Lightning,Other,NAN,NAN,NAN,NAN,NAN
2576,CIMA (2020) (QC) (Laval),Quebec,Laval,Stormwater,Piping,NAN,Lightning,Other,NAN,NAN,NAN,NAN,NAN
2577,CIMA (2020) (QC) (Laval),Quebec,Laval,Roads & Assoc. Infras,O & M,NAN,Lightning,Other,NAN,NAN,NAN,NAN,NAN
2578,CIMA (2020) (QC) (Laval),Quebec,Laval,Buildings,Recreation infrastructure,NAN,Lightning,Other,NAN,NAN,NAN,NAN,NAN
2579,CIMA (2020) (QC) (Laval),Quebec,Laval,Recreational lands and nature based structures,Park and Playground,NAN,Lightning,Other,NAN,NAN,NAN,NAN,NAN
2580,CIMA (2020) (QC) (Laval),Quebec,Laval,Recreational lands and nature based structures,Park and Playground,NAN,Lightning,Other,NAN,NAN,NAN,NAN,NAN
2581,CIMA (2020) (QC) (Laval),Quebec,Laval,Recreational lands and nature based structures,Walking Path,NAN,Lightning,Other,NAN,NAN,NAN,NAN,NAN
2582,CIMA (2020) (QC) (Laval),Quebec,Laval,Recreational lands and nature based structures,Park and Playground,NAN,Lightning,Other,NAN,NAN,NAN,NAN,NAN
2583,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Buildings,Office,NAN,Precipitation,Precipitation,NAN,Low,NAN,Low,NAN
2584,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Buildings,Office,NAN,Precipitation,Precipitation,NAN,Med,NAN,High,NAN
2585,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Potable Water,O & M,NAN,Precipitation,Precipitation,NAN,Low,NAN,Special,NAN
2586,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Buildings,Office,NAN,Precipitation,Precipitation,NAN,Low,NAN,Special,NAN
2587,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Mechanical,HVAC,NAN,Precipitation,Precipitation,NAN,NAN,NAN,NAN,NAN
2588,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Mechanical,Heating System,NAN,Precipitation,Precipitation,NAN,NAN,NAN,NAN,NAN
2589,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Mechanical,Heating System,NAN,Precipitation,Precipitation,NAN,NAN,NAN,NAN,NAN
2590,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Mechanical,Cooling System,NAN,Precipitation,Precipitation,NAN,NAN,NAN,NAN,NAN
2591,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Mechanical,Cooling System,NAN,Precipitation,Precipitation,NAN,NAN,NAN,NAN,NAN
2592,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Mechanical,Air Distribution,NAN,Precipitation,Precipitation,NAN,Low,NAN,Special,NAN
2593,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Stormwater,Piping,NAN,Precipitation,Precipitation,NAN,Low,NAN,Special,NAN
2594,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Stormwater,Piping,NAN,Precipitation,Precipitation,NAN,Low,NAN,Special,NAN
2595,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Roads & Assoc. Infras,Structural,NAN,Precipitation,Precipitation,NAN,High,NAN,High,NAN
2596,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Roads & Assoc. Infras,Structural,NAN,Precipitation,Precipitation,NAN,High,NAN,High,NAN
2597,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Roads & Assoc. Infras,Lighting,NAN,Precipitation,Precipitation,NAN,Low,NAN,Special,NAN
2598,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Roads & Assoc. Infras,Sign,NAN,Precipitation,Precipitation,NAN,NAN,NAN,NAN,NAN
2599,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Electerical,Distribution/Transmission,NAN,Precipitation,Precipitation,NAN,NAN,NAN,NAN,NAN
2600,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Electerical,Equipment,NAN,Precipitation,Precipitation,NAN,NAN,NAN,NAN,NAN
2601,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Electerical,Equipment,NAN,Precipitation,Precipitation,NAN,NAN,NAN,NAN,NAN
2602,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Electerical,Emergency System,NAN,Precipitation,Precipitation,NAN,NAN,NAN,NAN,NAN
2603,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Electerical,Distribution/Transmission,NAN,Precipitation,Precipitation,NAN,NAN,NAN,NAN,NAN
2604,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Personnel,Operators,NAN,Precipitation,Precipitation,NAN,Med,NAN,High,NAN
2605,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Buildings,Office,NAN,Temperature,Temperature,NAN,Med,NAN,High,NAN
2606,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Buildings,Office,NAN,Temperature,Temperature,NAN,Low,NAN,Low,NAN
2607,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Potable Water,O & M,NAN,Temperature,Temperature,NAN,Low,NAN,Special,NAN
2608,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Buildings,Office,NAN,Temperature,Temperature,NAN,Low,NAN,Low,NAN
2609,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Mechanical,HVAC,NAN,Temperature,Temperature,NAN,High,NAN,High,NAN
2610,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Mechanical,Heating System,NAN,Temperature,Temperature,NAN,NAN,NAN,NAN,NAN
2611,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Mechanical,Heating System,NAN,Temperature,Temperature,NAN,NAN,NAN,NAN,NAN
2612,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Mechanical,Cooling System,NAN,Temperature,Temperature,NAN,High,NAN,High,NAN
2613,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Mechanical,Cooling System,NAN,Temperature,Temperature,NAN,High,NAN,High,NAN
2614,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Mechanical,Air Distribution,NAN,Temperature,Temperature,NAN,Low,NAN,Special,NAN
2615,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Stormwater,Piping,NAN,Temperature,Temperature,NAN,NAN,NAN,NAN,NAN
2616,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Stormwater,Piping,NAN,Temperature,Temperature,NAN,Low,NAN,Low,NAN
2617,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Roads & Assoc. Infras,Structural,NAN,Temperature,Temperature,NAN,Low,NAN,Special,NAN
2618,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Roads & Assoc. Infras,Structural,NAN,Temperature,Temperature,NAN,NAN,NAN,NAN,NAN
2619,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Roads & Assoc. Infras,Lighting,NAN,Temperature,Temperature,NAN,Low,NAN,Low,NAN
2620,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Roads & Assoc. Infras,Sign,NAN,Temperature,Temperature,NAN,NAN,NAN,NAN,NAN
2621,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Electerical,Distribution/Transmission,NAN,Temperature,Temperature,NAN,NAN,NAN,NAN,NAN
2622,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Electerical,Equipment,NAN,Temperature,Temperature,NAN,NAN,NAN,NAN,NAN
2623,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Electerical,Equipment,NAN,Temperature,Temperature,NAN,Low,NAN,Med,NAN
2624,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Electerical,Emergency System,NAN,Temperature,Temperature,NAN,NAN,NAN,NAN,NAN
2625,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Electerical,Distribution/Transmission,NAN,Temperature,Temperature,NAN,NAN,NAN,NAN,NAN
2626,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Personnel,Operators,NAN,Temperature,Temperature,NAN,Med,NAN,High,NAN
2627,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Buildings,Office,NAN,Wind,Wind,NAN,Med,NAN,Med,NAN
2628,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Buildings,Office,NAN,Wind,Wind,NAN,Low,NAN,Low,NAN
2629,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Potable Water,O & M,NAN,Wind,Wind,NAN,Low,NAN,Low,NAN
2630,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Buildings,Office,NAN,Wind,Wind,NAN,Low,NAN,Low,NAN
2631,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Mechanical,HVAC,NAN,Wind,Wind,NAN,NAN,NAN,NAN,NAN
2632,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Mechanical,Heating System,NAN,Wind,Wind,NAN,NAN,NAN,NAN,NAN
2633,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Mechanical,Heating System,NAN,Wind,Wind,NAN,NAN,NAN,NAN,NAN
2634,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Mechanical,Cooling System,NAN,Wind,Wind,NAN,NAN,NAN,NAN,NAN
2635,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Mechanical,Cooling System,NAN,Wind,Wind,NAN,NAN,NAN,NAN,NAN
2636,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Mechanical,Air Distribution,NAN,Wind,Wind,NAN,NAN,NAN,NAN,NAN
2637,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Stormwater,Piping,NAN,Wind,Wind,NAN,Low,NAN,Low,NAN
2638,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Stormwater,Piping,NAN,Wind,Wind,NAN,Low,NAN,Low,NAN
2639,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Roads & Assoc. Infras,Structural,NAN,Wind,Wind,NAN,Low,NAN,Low,NAN
2640,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Roads & Assoc. Infras,Structural,NAN,Wind,Wind,NAN,NAN,NAN,NAN,NAN
2641,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Roads & Assoc. Infras,Lighting,NAN,Wind,Wind,NAN,Low,NAN,Low,NAN
2642,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Roads & Assoc. Infras,Sign,NAN,Wind,Wind,NAN,Low,NAN,Low,NAN
2643,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Electerical,Distribution/Transmission,NAN,Wind,Wind,NAN,NAN,NAN,NAN,NAN
2644,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Electerical,Equipment,NAN,Wind,Wind,NAN,NAN,NAN,NAN,NAN
2645,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Electerical,Equipment,NAN,Wind,Wind,NAN,NAN,NAN,NAN,NAN
2646,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Electerical,Emergency System,NAN,Wind,Wind,NAN,Low,NAN,Low,NAN
2647,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Electerical,Distribution/Transmission,NAN,Wind,Wind,NAN,Low,NAN,Low,NAN
2648,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Personnel,Operators,NAN,Wind,Wind,NAN,Low,NAN,Low,NAN
2649,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Buildings,Office,NAN,Storms,Composite,NAN,NAN,NAN,NAN,NAN
2650,Stantec (2019) (QC) (Quebec City),Quebec,Quebec City,Buildings,Office,NAN,Storms,Composite,NAN,Med,NAN,High,NAN
